distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
5.877404168561474,1.4720258609682273,0.127117368043165,1.0,0.0,0.0,1.0,0.0
29.48472586006386,1.451731842104111,0.1284484277916718,1.0,1.0,0.0,1.0,0.0
3.515617991837174,16.715144837406577,3.868506321250973,1.0,0.0,0.0,0.0,0.0
16.607132876262693,0.421565598653761,2.4161846694264137,1.0,1.0,1.0,0.0,0.0
6.727230727013184,0.1557830690372789,0.1438308088511202,1.0,0.0,0.0,0.0,0.0
238.7400429644467,45.91116887379435,0.1707382544211805,1.0,0.0,0.0,0.0,0.0
8.413246823518232,4.589172911671048,0.6232621689137459,1.0,0.0,0.0,0.0,0.0
2.8423116156104173,0.4890829297621378,3.679584348365748,1.0,0.0,1.0,1.0,0.0
2.266989261957796,7.351953381396808,7.19667885882195,1.0,0.0,0.0,1.0,1.0
24.785482576556888,2.604844748079324,2.4288704162635866,1.0,0.0,0.0,0.0,0.0
13.631231166989936,1.033272580839247,0.9295036031737116,1.0,1.0,0.0,1.0,0.0
14.48881332617268,3.768694604673812,0.5928710742640043,1.0,0.0,0.0,1.0,0.0
15.444618512329434,1.751340418500213,1.0821200251867524,1.0,1.0,0.0,1.0,0.0
3.991013860186883,0.2002625408986069,0.7898617148813727,1.0,0.0,0.0,1.0,0.0
41.69336544500253,0.5892161379944167,0.9191407428562278,1.0,1.0,0.0,1.0,0.0
20.83804876504424,3.150134242047068,2.119265243306865,1.0,0.0,0.0,1.0,0.0
31.347886515242035,32.74823853044185,0.1998406008961426,1.0,0.0,0.0,1.0,0.0
13.368011291465413,1.5335483853629068,0.7185460139676059,1.0,1.0,1.0,1.0,0.0
20.825036117446885,0.355234178414664,1.6042913803694423,1.0,1.0,0.0,1.0,0.0
1.83526591346306,3.4311002229183685,0.4441520618893631,0.0,1.0,0.0,1.0,0.0
5.7754372023276,2.356014748289793,1.14655083105554,1.0,1.0,0.0,1.0,0.0
39.78679968225547,0.1728245104727047,0.8859261762544967,1.0,0.0,0.0,0.0,0.0
43.729385936733706,1.3413064561903716,0.1679079856303954,1.0,1.0,0.0,1.0,0.0
18.39258406177067,0.2232970866174044,0.5826071462866148,1.0,1.0,0.0,0.0,0.0
72.41902752221013,0.5091046802849668,5.876989008553143,1.0,0.0,0.0,1.0,1.0
32.510307691805444,3.5801908895990087,8.090922234876974,1.0,0.0,0.0,1.0,1.0
11.932120483892296,3.144261888949217,0.2888481783809221,1.0,0.0,0.0,1.0,0.0
2.2554987019441994,68.0232054181164,0.0516006110999035,1.0,1.0,0.0,0.0,0.0
19.49511188058652,2.1684207423466724,0.7615401514842658,1.0,1.0,0.0,1.0,0.0
18.828376095555743,0.1811374103819487,0.633731481356617,1.0,0.0,0.0,1.0,0.0
2.1727433350389904,0.9874060788272776,0.3173165923250546,1.0,0.0,0.0,0.0,0.0
37.97103012980972,0.0332605971509022,2.2708880875787254,1.0,1.0,0.0,1.0,0.0
6.686424906491372,1.9835841262495564,4.596518205785279,1.0,0.0,0.0,0.0,0.0
12.213464634753048,0.5190265618978415,0.0697415180444376,1.0,1.0,0.0,1.0,0.0
